case;channel;program;date;title;decision_date;decision
20_02245;SVT;Lokala nyheter Norrbotten;2020-05-22;SVT1, Lokala nyheter Norrbotten, inslag om ett beslut av Svenska kyrkans överklagandenämnd;2020-12-14;Acquittal
20_02253;SVT;Ekdahl och Ekdahl;2020-05-19;SVT2, Ekdal och Ekdal, program om internationell media;2020-09-09;Acquittal
20_02259;SVT;Rapport;2020-05-25;SVT1, Rapport, inslag om användning av björngalla i medicinskt syfte;2020-09-09;Acquittal
20_02279;SVT;Ekdal & Ekdal;2020-05-26;SVT2, Ekdal & Ekdal, inslag om USA;2020-09-09;Acquittal
20_02294;SVT;Uppdrag granskning;2020-03-04;SVT, Uppdrag granskning - vården och Al-verktyget, program om upphandlingen av ett vårdverktyg;2021-09-06;Acquittal
20_02302;SVT;Dokument inifrån: Att rädda ett barn, del 2;2020-05-27;SVT1, Dokument inifrån: Att rädda ett barn, del 2, dokumentärserie om en vårdnadstvist och en barnrättsorganisation;2021-09-20;Acquittal
20_02359;SVT;Morgonstudion;2020-05-29;SVT1, Morgonstudion, intervju med Sverigedemokraternas partiledare;2020-10-14;Acquittal
20_02366;SVT;Rapport och Aktuellt;2020-05-31;SVT1, Helgstudion, inslag om demonstrationer i USA;2020-09-09;Acquittal
20_02367;SVT;Agenda;2020-05-31;SVT2, Agenda, inslag om polisbrutaliteten mot svarta i USA;2020-09-16;Acquittal
20_02385;SVT;Lokala nyheter Skåne;2020-03-03;SVT1, Lokala nyheter Skåne, inslag om ett vårdverktyg;2021-09-06;Acquittal
20_02388;SVT;Örtskolan, SVt Play;2020-06-01;SVT2, Örtskolan, program om tussilago;2020-10-05;Acquittal
20_02396;SVT;Vetenskapens värld;2020-04-27;SVT2, Vetenskapens värld, program om stigande havsnivåer;2020-10-02;Acquittal
20_02416;SVT;Agenda;2020-05-31;SVT2, Agenda, inslag med diagram över dödssjuktningar;2020-09-09;Acquittal
20_02436;SVT;Rapport och Aktuellt;2020-06-02;SVT1 och SVT2, Rapport och Aktuellt, inslag om demonstrationer i närheten av Vita huset;2020-11-02;Acquittal
20_02439;SVT;Lokala nyheter Skåne;2020-03-06;SVT1, Lokala nyheter Skåne, inslag om ett vårdverktyg;2021-09-06;Acquittal
20_02447;SVT;Dokument inifrån: Att rädda ett barn, del 3;2020-06-03;"SVT1, Dokument inifrån; Att rädda ett barn, del 3, dokumentärserie om en vårdnadstvist och en barnrättsorganisation";2021-09-20;Acquittal
20_02448;SVT;Aktuellt;2020-06-02;SVT2, Aktuellt, inslag med en elektronisk skylt;2020-09-23;Acquittal
20_02466;SVT;Agenda;2020-06-08;SVT2, Agenda special: Partiledardebatt, partiledardebatt;2020-10-02;Acquittal
20_02503;SVT;Aktuellt;2020-06-09;SVT2, Aktuellt, inslag om familjehem och vårdnad;2020-12-11;Acquittal
20_02562;SVT;Agenda;2020-06-14;SVT2, Agenda, inslag om narkotikabruk bland ungdomar;2020-11-11;Acquittal
20_02595;SVT;Lokala nyheter Västernorrland;2020-06-16;SVT1, Lokala nyheter Västernorrland, inslag om gymnastikföreningar;2020-11-02;Acquittal
20_02606;SVT;Morgonstudion, nyheterna;2020-06-18;SVT1, Morgonstudion, nyhetsinslag om brottsmisstänkta poliser;2020-11-02;Conviction
20_02640;SVT;SVT Text, sid 141;2020-06-19;SVT Text, sid 141, inslag om ett migrantprogram;2020-09-16;Acquittal
20_02725;SVT;Morgonstudion;2020-06-24;SVT1, Morgonstudion, inslag om Ryssland;2020-10-14;Acquittal
20_02765;SVT;Rapport;2020-06-29;SVT1, Rapport, inslag om tandvårdsfakturor;2020-09-16;Acquittal
20_02795;SVT;Rapport;2020-07-03;SVT, Rapport och Aktuellt, inslag om en friande dom i Högsta domstolen;2020-09-16;Acquittal
20_02800;SVT;Lokala nyheter Skåne;2020-04-05;SVT1, Lokala nyheter Skåne, inslag om ett företag som fått EU-bidrag;2021-09-06;Acquittal
20_02821;SVT;Morgonstudion;2020-07-07;SVT1, Morgonstudion, inslag med intervjuer;2020-10-02;Acquittal
20_02823;SVT;Aktuellt;2020-07-06;SVT2, Aktuellt, inslag där det förklaras att Socialdemokraterna tackat nej till att delta i programmet;2020-10-02;Acquittal
20_02838;SVT;Lokala nyheter Skåne;2020-04-08;SVT, Lokala nyheter Skåne, inslag om ett vårdverktyg;2021-09-06;Acquittal
20_02840;SVT;Aktuellt;2020-07-07;SVT2, Aktuellt, intervju med representant för Socialdemokraterna;2020-10-02;Acquittal
20_02842;SVT;Sommaröppet;2020-07-09;SVT1, Sommaröppet, inslag om mordet på Olof Palme;2020-09-23;Acquittal
20_02843;SVT;Aktuellt;2020-07-09;SVT2, Aktuellt, inslag om presidentvalet i USA;2020-09-16;Acquittal
20_02848;SVT;Rapport;2020-07-10;SVT1, Rapport, inslag med statistik;2020-09-16;Acquittal
20_02880;SVT;Morgonstudion;2020-07-14;SVT1, Morgonstudion, inslag om husbilar;2020-09-23;Acquittal
20_02884;SVT;Morgonstudion, nyheterna;2020-07-14;SVT1, Morgonstudion, nyheterna, inslag om valutgången i Polen;2020-10-02;Acquittal
20_02888;SVT;Morgonstudion;2020-07-13;SVT Play, Morgonstudion, inslag om valutgången i Polen;2020-10-02;Acquittal
20_02894;SVT;Utmanarmötet;2020-05-24;SVT1, Utmanarmötet Padel, fråga om eventuellt gynnande;2020-10-30;Acquittal
20_02899;SVT;Rapport;2020-07-15;SVT1, Rapport, inslag om bankernas vinster;2020-09-16;Acquittal
20_02903;SVT;Aktuellt;2020-07-14;SVT2, Aktuellt, inslag om ett äldreboende;2020-09-16;Acquittal
20_02930;SVT;Text-tv Kultur;2020-07-17;SVT Text-tv Kultur, sid 150, sändning om boksläpp;2020-10-14;Acquittal
20_02933;SVT;Morgonstudion;2020-07-16;SVT1, Morgonstudion, inslag om Ryssland;2020-10-14;Acquittal
20_02936;SVT;Morgonstudion;2020-07-20;SVT1, Morgonstudion, inslag där ett bilmärkes logotyp visas i bild;2020-10-19;Conviction
20_02943;SVT;Rapport;2020-07-20;SVT1, Rapport, inslag om covid-19;2020-10-02;Acquittal
20_03015;SVT;Lokala nyheter Stockholm;2020-06-26;SVT1 och SVT2, Lokala nyheter Stockholm, inslag om mikrovågsstrålning;2020-09-16;Acquittal
20_03018;SVT;Rapport;2020-07-22;SVT1, Rapport, inslag om att uppgifter ur patientjournal läckt ut;2020-09-16;Acquittal
20_03022;SVT;Rapport;2020-07-23;SVT1, Rapport, inslag om fyrhjulingar;2020-10-14;Acquittal
20_03028;SVT;Lokala nyheter Västernorrland;2020-07-27;SVT1, Lokala nyheter Västernorrland, inslag om gymnastikförening;2020-11-11;Acquittal
20_03033;SVT;Aktuellt;2020-07-27;SVT2, Aktuellt, inslag om kritik mot Black Lives Matter-rörelsen;2020-10-02;Acquittal
20_03081;SVT;4 maskerade män;2020-07-29;SVT1, 4 maskerade män, en amerikansk långfilm;2020-11-30;Conviction
20_03083;SVT;Rapport och Aktuellt;2020-07-27;SVT, Rapport och Aktuellt, inslag om asylprocessen;2020-09-23;Acquittal
20_03084;SVT;SVt TExt, sid 136;2020-07-29;"SVT Text, sid 136, inslag med rubrik ""Portland skickar nota till Trump""";2020-12-11;Acquittal
20_03164;SVT;Sportnytt;2020-08-01;SVT1, Sportnytt, inslag om damallsvenskan;2020-10-14;Acquittal
20_03324;SVT;Rapport;2020-08-04;SVT1, Rapport, inslag om Zimbabwe;2020-10-14;Acquittal
20_03518;SVT;Röda husets hemlighet;2020-08-05;SVT1, Röda husets hemlighet, en amerikansk långfilm;2020-11-30;Acquittal
20_03593;SVT;Morgonstudion;2020-08-05;SVT1, Morgonstudion, inslag om explosionen i Beirut och amerikanska presidentens uttalande;2020-09-23;Acquittal
20_03643;SVT;Spionen Vladimir Putin, del 3 av 3;2020-08-10;SVT1, Spionen Vladimir Putin: Putin för evigt, program om Rysslands president;2020-09-23;Acquittal
20_03661;SVT;Korrespondenterna live;2020-08-12;SVT1, Korrespondenterna live, program med utrikeskorrespondenter;2020-10-14;Acquittal
20_03664;SVT;Lokala nyheter Dalarna;2020-08-13;SVT nyheter Dalarna, inslag om en misshandel;2020-11-11;Acquittal
20_03701;SVT;Trumps mest kända tweets;2020-08-18;SVT1, Trumps mesta kända tweets, program om sociala medier;2020-10-14;Acquittal
20_03702;SVT;SVT Text sid 137;2020-08-18;SVT Text, sid 137, sändning med rubriken Nordkorea: Svenska diplomater har åkt;2020-10-14;Acquittal
20_03741;SVT;Modern och Dottern;2020-08-19;SVT2, Modern och dottern, turkisk dramaserie;2021-09-06;Conviction
20_03785;SVT;Morgonstudion;2020-08-25;SVT1, Morgonstudion, inslag om republikanernas konvent;2020-11-11;Acquittal
20_03799;SVT;Aktuellt;2020-08-24;SVT2, Aktuellt, inslag om elsparkcyklar;2020-11-16;Acquittal
20_03829;SVT;Bästa bokstaven;2020-08-27;SVT1, Bästa bokstaven, inslag där barn säger halshugga;2020-10-14;Acquittal
20_03835;SVT;Rapport;2020-08-25;SVT1, Rapport, inslag som visade när en man blev skjuten;2020-12-14;Acquittal
20_03836;SVT;Rapport och Aktuellt;2020-08-27;SVT1 Rapport och SVT2 Aktuellt, inslag som visar en person bli skjuten;2020-12-14;Acquittal
20_03839;SVT;Agenda;2020-08-30;SVT2, Agenda, inslag om ett politiskt parti;2020-10-30;Acquittal
20_03845;SVT;Rapport;2020-08-30;SVT1, Rapport, inslag om antalet smittade av coronaviruset i världen;2020-10-14;Acquittal
20_03883;SVT;Uutiset;2020-08-04;SVT2, Uutiset, inslag om språktester i Botkyrka kommun;2021-01-15;Acquittal
20_03886;SVT;Rapport;2020-09-01;SVT1, Rapport, inslag om grön elomställning i Portugal;2020-10-30;Acquittal
20_03888;SVT;Aktuellt;2020-09-01;SVT2, Aktuellt, inslag om USA och Donald Trump;2020-10-14;Acquittal
20_03901;SVT;Rapport;2020-09-03;SVT1, Rapport, inslag om rysk oppositionspolitiker;2020-10-14;Acquittal
20_03903;SVT;SVT Play, Lokala nyheter Skåne;2020-09-02;SVT1, Lokala nyheter Skåne, inslag om ett upplopp;2020-10-14;Acquittal
20_03920;SVT;Rapport;2020-09-02;SVT1, Rapport, inslag om förslag från Moderaterna;2020-10-14;Acquittal
20_03924;SVT;Aktuellt;2020-08-30;SVT2, Aktuellt, inslag om demonstrationer i Belarus;2020-10-14;Acquittal
20_03937;SVT;NA;2020-09-06;SVT Text-tv, sid 138, sändningar om en rysk oppositionsledare;2020-10-14;Acquittal
20_03938;SVT;Rapport;2020-09-05;SVT1, Rapport, inslag om Miljöpartiets ståndpunkt gällande utbyggnaden av ett oljeraffinaderi;2020-10-14;Acquittal
20_03947;SVT;NA;2020-09-04;SVT Text-tv, sid 136, sändningar om en rysk oppositionsledare;2020-10-14;Acquittal
20_03949;SVT;Helgmålsringning;2020-09-05;SVT1, Helgmålsringning, program med kristen andakt;2020-10-14;Acquittal
20_03971;SVT;Planet under press: David Attenborough: Klimatkrisen;2020-09-03;SVT2, Planet under press: David Attenborough: Klimatkrisen, dokumentär om klimatförändringar;2020-10-14;Acquittal
20_03972;SVT;Ekonomibyrån;2020-09-08;SVT2, Ekonomibyrån, program om ett amerikanskt företag;2020-11-11;Acquittal
20_03973;SVT;Rapport;2020-09-08;SVT1, Rapport, inslag om klimatbonusbilar;2020-11-11;Acquittal
20_03995;SVT;Utrikesbyrån;2020-09-09;SVT2, Utrikesbyrån, program om det amerikanska presidentvalet;2020-10-14;Acquittal
20_04026;SVT;Rapport;2020-09-10;SVT1, Rapport, inslag om ryska påverkanskampanjer;2020-11-30;Acquittal
20_04051;SVT;Rapport;2020-09-13;SVT1, Rapport, inslag om skogsbränder i Kalifornien;2020-10-14;Acquittal
20_04069;SVT;Rapport;2020-09-14;SVT1, Rapport, inslag om president Donald Trumps kristna väljare;2020-10-14;Acquittal
20_04078;SVT;Aktuellt;2020-09-15;SVT2, Aktuellt, intervju med Sverigedemokraternas partiledare;2020-11-25;Acquittal
20_04111;SVT;Lokala nyheter Skåne;2020-06-15;SVT, Lokala nyheter Skåne, inslag om en mäklare;2021-04-26;Acquittal
20_04169;SVT;Aktuellt;2020-09-21;SVT2, Aktuellt, inslag om regeringens budgetsatsning;2020-10-14;Acquittal
20_04201;SVT;Agenda;2020-09-20;SVT1, Agenda, inslag om det amerikanska presidentvalet;2020-10-14;Acquittal
20_04205;SVT;Utrikesbyrån;2020-09-23;SVT2, Utrikesbyrån: Ljuga som Trump, program om USA:s president;2020-12-14;Acquittal
20_04208;SVT;Politik i bokhyllan;2020-09-23;SVT2, Politik i bokhyllan, intervjuprogram med författare;2020-11-25;Acquittal
20_04221;SVT;Lokala nyheter Stockholm;2020-09-24;SVT1, Lokala nyheter Stockholm, inslag om elektronik för unga;2020-12-14;Conviction
20_04222;SVT;Höjdhoppar'n;2020-09-21;SVT1, Höjdhoppar'n, sändning av en långfilm;2020-10-30;Acquittal
20_04227;SVT;Aktuellt;2020-09-24;SVT2, Aktuellt, inslag om förlossningsskador;2020-11-11;Acquittal
20_04246;SVT;Aktuellt;2020-09-28;SVT2, Aktuellt, inslag om penningtvätt;2020-10-30;Acquittal
20_04252;SVT;Rapport;2020-09-25;SVT1, Rapport, inslag om vindkraft;2020-10-30;Acquittal
20_04264;SVT;Rapport;2020-09-27;SVT1, Rapport, inslag om lagen om anställningsskydd;2020-10-30;Acquittal
20_04283;SVT;Babel;2020-09-27;SVT1, Babel, inslag med en författarintervju;2020-10-30;Acquittal
20_04287;SVT;Morgonstudion;2020-09-29;SVT1, Morgonstudion, inslag om autism_Asperger;2020-10-30;Acquittal
20_04298;SVT;Veckans brott;2020-09-29;SVT1, Veckans brott, program om dubbelmord;2020-10-30;Acquittal
20_04323;SVT;En våldsam kärlek;2020-09-29;SVT1, En våldsam kärlek, program om våld i nära relationer;2020-11-11;Acquittal
20_04326;SVT;Morgonstudion;2020-09-30;SVT1, Morgonstudion, inslag om våld mot kvinnor i nära relationer;2020-12-11;Acquittal
20_04338;SVT;Rapport;2020-09-30;SVT1, Rapport, inslag om elbilsbatterier;2020-11-25;Acquittal
20_04344;SVT;Morgonstudion (25_9) samt Helgstudion (26_9);2020-09-25;SVT1, Morgonstudion (25_9) och Helgstudion (26_9), inslag om resor;2020-12-11;Acquittal
20_04357;SVT;Rapport och Aktuellt;2020-10-04;SVT1, Rapport och Aktuellt, inslag om USA:s president;2020-11-25;Acquittal
20_04358;SVT;Rapport;2020-10-04;SVT1, Rapport, inslag om polisnärvaro;2020-12-11;Acquittal
20_04371;SVT;SVT Text sid 137;2020-10-02;SVT Text, sid 137, sändning om en rysk oppositionspolitiker;2020-11-25;Acquittal
20_04378;SVT;Rapport;2020-10-05;SVT1, Rapport, inslag om börsutveckling under pandemin;2020-11-25;Acquittal
20_04380;SVT;Berättelser från Afrika;2020-09-27;SVT1, Berättelser från Afrika, program om döva i Rwanda;2021-03-29;Acquittal
20_04389;SVT;"Världens historia; Kungahuset Windsor";2020-07-26;"SVT1, Världens historia; Kungahuset Windsor om Kung Edvard";2020-12-11;Acquittal
20_04396;SVT;Lokala nyheter Gävleborg;2020-10-05;SVT1, Lokala nyheter Gävleborg och Lokala nyheter Västmanland, inslag om så kallade gymnasielagen;2020-10-30;Acquittal
20_04405;SVT;SVT Nyheter sänt i Forum;2020-10-06;SVT Nyheter sänt i Forum, inslag om USA:s president;2020-11-25;Acquittal
20_04439;SVT;Agenda;2020-10-04;SVT2, Agenda, inslag om svenskt inrikesflyg;2020-11-11;Acquittal
20_04446;SVT;Aktuellt;2020-10-08;SVT2, Aktuellt, inslag om att Donald Trump vill ha en traditionell presidentvalsdebatt;2020-11-25;Acquittal
20_04540;SVT;Aktuellt;2020-10-11;SVT, Aktuellt och Rapport, inslag om ett kommande valmöte i Florida;2020-12-11;Acquittal
20_04610;SVT;SVT Text, sid 133;2020-10-13;SVT Text, sid 133, sändning om demonstranter;2020-11-25;Acquittal
20_04655;SVT;Utrikesbyrån;2020-09-30;SVT2, Utrikesbyrån, program om ett avtal i Mellanöstern;2021-04-26;Acquittal
20_04777;SVT;Veckans brott;2020-10-13;SVT1, Veckans brott, program om brottslighet i skolor;2021-04-26;Acquittal
20_04778;SVT;Skavlan;2020-10-16;SVT1, Skavlan, inslag om intervju med Trumps brorsdotter;2020-12-11;Acquittal
20_04779;SVT;Morgonstudion;2020-10-16;SVT1, Morgonstudion, inslag om antalet avlidna i covid-19 i Sverige och USA;2021-01-15;Acquittal
20_04786;SVT;Rapport;2020-10-18;SVT1, Rapport, inslag om ett företags koldioxidutsläpp;2020-12-11;Acquittal
20_04809;SVT;Rapport;2020-10-18;SVT1, Rapport, inslag om det amerikanska presidentvalet;2020-12-11;Acquittal
20_04847;SVT;Kulturnyheterna;2020-10-20;SVT1, Kulturnyheterna, inslag om en amerikansk rappares politiska åsikter;2021-09-20;Acquittal
20_04851;SVT;Go'kväll;2020-10-22;SVT1, Go'kväll, inslag om ideologisk splittring i USA;2021-05-26;Acquittal
20_04857;SVT;Lokala nyheter Småland;2020-10-20;SVT1, Lokala nyheter Småland, inslag om en rättegång;2021-05-24;Acquittal
20_04862;SVT;Helgstudion;2020-10-24;SVT1, Helgstudion, inslag om coronaviruset;2021-02-22;Acquittal
20_04865;SVT;Dokument utifrån: Vägen till Vita huset, del 1;2020-10-25;SVT2, Dokument utifrån: Vägen till Vita huset, del 1 av 2;2021-05-26;Acquittal
20_04876;SVT;Rapport;2020-10-23;SVT1, Rapport, inslag om en ekologisk katastrof i Ryssland;2021-02-05;Acquittal
20_04881;SVT;Text-tv sid 130;2020-10-26;SVT Text-tv, sid 130, sändning om smittspridningen av covid-19 i USA;2021-03-05;Acquittal
20_05044;SVT;Forum;2020-10-31;SVT2, Forum, program om Vänsterpartiets kongress;2021-03-05;Acquittal
20_05056;SVT;Aktuellt;2020-11-02;SVT2, Aktuellt, inslag om covid-19-pandemin;2021-03-05;Acquittal
20_05072;SVT;USA-val 2020: Valvaka;2020-11-03;SVT2, USA-val 2020: Valvaka, program om det amerikanska presidentvalet;2021-05-26;Acquittal
20_05151;SVT;Rapport;2020-11-04;SVT2, USA-val 2020: Extrasändning, SVT1, Rapport, inslag om det amerikanska presidentvalet;2021-01-15;Acquittal
20_05153;SVT;Morgonstudion;2020-11-05;SVT1, Morgonstudion, inslag med en intervju med en finansman;2021-01-15;Acquittal
20_05178;SVT;NA;2020-11-05;SVT Text-tv, sid 135, sändning om att Kosovos president avgår;2021-03-05;Acquittal
20_05197;SVT;Rapport;2020-11-06;SVT1, Rapport, inslag om att svensk lagstiftning möjliggör nedstängning;2020-12-11;Acquittal
20_05207;SVT;Svenska nyheter;2020-11-06;SVT1, Svenska nyheter, inslag om vargjakt;2020-12-11;Acquittal
20_05216;SVT;Helgstudion;2020-11-07;SVT1, Helgstudion, fråga om textning;2021-01-15;Acquittal
20_05227;SVT;Morgonstudion;2020-11-09;SVT1, Morgonstudion, inslag om flyktingar och jobb;2021-01-15;Acquittal
20_05239;SVT;Morgonstudion;2020-11-11;SVT1, Morgonstudion, inslag med en intervju;2021-01-15;Acquittal
20_05272;SVT;Lokala nyheter Örebro;2020-10-28;SVT1, Lokala nyheter Örebro, inslag om en tvist gällande fiberläggning;2021-03-15;Acquittal
20_05273;SVT;Rapport;2020-11-11;SVT1, Rapport, inslag om militärövning;2021-02-05;Acquittal
20_05275;SVT;Aktuellt;2020-11-12;SVT2, Aktuellt, inslag om politiska val i USA;2021-03-05;Acquittal
20_05276;SVT;Morgonstudion;2020-11-13;SVT1, Morgonstudion, inslag om alkoholförbud;2021-02-05;Acquittal
20_05281;SVT;Uppdrag granskning;2020-11-11;SVT1, Uppdrag granskning, program om den svenska Coronastrategin;2021-01-15;Acquittal
20_05292;SVT;Rapport;2020-11-15;SVT1, Rapport, inslag om en narkotikaklassad svamps potential som läkemedel;2021-02-05;Acquittal
20_05347;SVT;Rapport;2020-11-16;SVT1, Rapport, inslag om en rysk journalist som tagit livet av sig;2021-01-15;Acquittal
20_05357;SVT;Rapport;2020-11-16;SVT1, Rapport, inslag om ett planerat köp av ett holländskt stålbolag;2021-01-15;Acquittal
20_05369;SVT;Aktuellt;2020-11-18;SVT2, Aktuellt, inslag om konflikten i Nagorno Karabach;2021-01-15;Acquittal
20_05406;SVT;Lokala Nyheter Norrbotten;2020-11-20;SVT1, Lokala nyheter Norrbotten, inslag om polisinsats;2021-02-22;Acquittal
20_05420;SVT;Rapport;2020-11-21;SVT1, Rapport, inslag om tyska restriktionskritiker;2021-02-22;Acquittal
20_05423;SVT;Agenda;2020-11-22;SVT2, Agenda, program om ungdomspsykiatrin;2021-02-05;Acquittal
20_05453;SVT;Agenda;2020-11-15;SVT2, Agenda, inslag om smittspridningen av covid-19;2021-03-05;Acquittal
20_05454;SVT;Rapport;2020-11-24;SVT1, Rapport, inslag om kritik mot regeringens covid-19-strategi;2021-02-22;Acquittal
20_05456;SVT;Corona special;2020-11-24;SVT2, Corona special, inslag om munskydd;2021-02-22;Acquittal
20_05476;SVT;Nyheter Morgonstudion;2020-11-26;SVT1, Morgonstudion, inslag om en amerikansk advokat och politiker;2021-02-05;Acquittal
20_05499;SVT;SVT2, Vetenskapens värld: Corona, hopp och förtvivlan, inslag från en läkarklinik;2020-11-02;SVT2, Vetenskapens värld, program om covid-19;2021-05-24;Acquittal
20_05524;SVT;Rapport;2020-11-29;SVT1, Rapport, inslag om demonstrationer i Thailand;2021-02-05;Acquittal
20_05529;SVT;Uppdrag granskning: Borta med vinden;2020-04-29;SVT1, Uppdrag granskning: Borta med vinden, program om bygge av vindkraftpark;2021-06-21;Acquittal
20_05546;SVT;Rapport;2020-12-01;SVT1, Morgonstudion, inslag om en arbetsgivar- och branschorganisation samt en myndighet;2021-05-26;Acquittal
20_05550;SVT;Uppdrag granskning: Makt till varje pris, del 1 av 2;2020-09-02;SVT1, Uppdrag granskning: Makt till varje pris, del 1 och 2;2021-10-18;Acquittal
20_05551;SVT;Tjuv och polis;2020-11-29;SVT1, Tjuv och polis, inslag med tips från allmänheten;2021-03-05;Acquittal
20_05572;SVT;Dokument inifrån: Vaccinkrigarna, del 1 av 3;2020-12-02;SVT1, Dokument inifrån: Vaccinkrigarna, del 1 av 3, program om vaccinmotståndare;2021-10-18;Acquittal
20_05579;SVT;Veckans brott;2020-12-01;SVT1, Veckans brott, program om gränsvärden för DNA-analyser;2021-02-22;Acquittal
20_05598;SVT;Go'kväll;2020-12-03;SVT1, Go'kväll, inslag om Trosa;2021-03-29;Acquittal
20_05602;SVT;Aktuellt;2020-12-03;SVT2, Aktuellt, intervju med statsepidemiologen;2021-03-05;Acquittal
20_05632;SVT;Aktuellt;2020-12-07;SVT2, Aktuellt, inslag om klimatet;2021-03-05;Acquittal
20_05637;SVT;Rapport;NA;SVT, Text-tv och Rapport, fråga om avskrivning;2021-01-15;Acquittal
20_05680;SVT;Ekonomibyrån;2020-12-08;SVT2, Ekonomibyrån - Final call, program om framtiden för flygbranschen;2021-02-05;Acquittal
